WOJ;POW;GMI;NAZWA;STAN_NA
18;16;7;Kąty;01.01.2023
18;16;7;Krzynowiska;01.01.2023
18;16;7;Mostki;01.01.2023
18;16;7;Zapady;01.01.2023
18;16;7;Zaprzylasek;01.01.2023
18;16;7;Grzegorzówka;01.01.2023
18;16;7;Dynowska Strona;01.01.2023
18;16;7;Górni Koniec;01.01.2023
18;16;7;Kanada;01.01.2023
18;16;7;Krzaki;01.01.2023
18;16;7;Pastwiska;01.01.2023
18;16;7;Zadział;01.01.2023
18;16;7;Hyżne;01.01.2023
18;16;7;Budy;01.01.2023
18;16;7;Dział;01.01.2023
18;16;7;Góra;01.01.2023
18;16;7;Malarzówka;01.01.2023
18;16;7;Mały Dół;01.01.2023
18;16;7;Moszczanki;01.01.2023
18;16;7;Nieborów Mały;01.01.2023
18;16;7;Nieborów Wielki;01.01.2023
18;16;7;Nowa Wieś;01.01.2023
18;16;7;W Dołkach;01.01.2023
18;16;7;Węgierka;01.01.2023
18;16;7;Wielki Dół;01.01.2023
18;16;7;Zapady;01.01.2023
18;16;7;Szklary;01.01.2023
18;16;7;Górki;01.01.2023
18;16;7;Góry;01.01.2023
18;16;7;Kolanówka;01.01.2023
18;16;7;Kopanina;01.01.2023
18;16;7;Leśniakówki;01.01.2023
18;16;7;Młyn;01.01.2023
18;16;7;Potoki;01.01.2023
18;16;7;Rola;01.01.2023
18;16;7;Mierzwówka;01.01.2023
18;16;7;Stawki;01.01.2023
18;16;7;Stęporów;01.01.2023
18;16;7;Zagumnie;01.01.2023
18;16;7;Wólka Hyżneńska;01.01.2023
18;16;7;Dział;01.01.2023
18;16;7;Kąty;01.01.2023
18;16;7;Majerowskie;01.01.2023
18;16;7;Poklasne;01.01.2023
18;16;7;Zapady;01.01.2023
18;16;7;Żabnik;01.01.2023
18;15;1;Będzienica;01.01.2023
18;15;1;Pachniączka;01.01.2023
18;15;1;Stawiska;01.01.2023
18;15;1;Bystrzyca;01.01.2023
18;15;1;Czerwonek;01.01.2023
18;15;1;Dolna Bystrzyca;01.01.2023
18;15;1;Górna Bystrzyca;01.01.2023
18;15;1;Kąty;01.01.2023
18;15;1;Rędziny;01.01.2023
18;15;1;Sępia;01.01.2023
18;15;1;Wola;01.01.2023
18;15;1;Wychylówka;01.01.2023
18;15;1;Iwierzyce;01.01.2023
18;15;1;Dworskie;01.01.2023
18;15;1;Kolonia;01.01.2023
18;15;1;Zarzecze;01.01.2023
18;15;1;Nockowa;01.01.2023
18;15;1;Błonie;01.01.2023
18;15;1;Pole Nockowskie;01.01.2023
18;15;1;Stawiska;01.01.2023
18;15;1;Zagrody;01.01.2023
18;15;1;Olchowa;01.01.2023
18;15;1;Pod Będziemyślem;01.01.2023
18;15;1;Podlas;01.01.2023
18;15;1;Wychylówka;01.01.2023
18;15;1;Zagrody;01.01.2023
18;15;1;Zalas;01.01.2023
18;15;1;Zarzecze;01.01.2023
18;15;1;Lipie;01.01.2023
18;15;1;Olimpów;01.01.2023
18;15;1;Kamieniec;01.01.2023
18;15;1;Sielec;01.01.2023
18;15;1;Koło Starego Gościńca;01.01.2023
18;15;1;Podlasek;01.01.2023
18;15;1;Wiercany;01.01.2023
18;15;1;Brzeźnik Południowy;01.01.2023
18;15;1;Brzeźnik Północny;01.01.2023
18;15;1;Zapaść;01.01.2023
18;15;1;Wiśniowa;01.01.2023
18;15;1;Dolna Wiśniowa;01.01.2023
18;15;1;Dziadówki;01.01.2023
18;15;1;Górna Wiśniowa;01.01.2023
18;15;1;Kamieniec;01.01.2023
18;15;1;Rzeki;01.01.2023
18;16;8;Kamień;01.01.2023
18;16;8;Błonie;01.01.2023
18;16;8;Dudziki;01.01.2023
18;16;8;Górka;01.01.2023
18;16;8;Kowale;01.01.2023
18;16;8;Krzywa Wieś;01.01.2023
18;16;8;Pod Cholewianą Górą;01.01.2023
18;16;8;Podmarkowizna;01.01.2023
18;16;8;Podrękaw;01.01.2023
18;16;8;Prusina;01.01.2023
18;16;8;Sitowiny;01.01.2023
18;16;8;Środek;01.01.2023
18;16;8;Trzebniki;01.01.2023
18;16;8;Duble;01.01.2023
18;16;8;Morgi;01.01.2023
18;16;8;Podlesie;01.01.2023
18;16;8;Łowisko;01.01.2023
18;16;8;Górny Śląsk;01.01.2023
18;16;8;Nowy Kamień;01.01.2023
18;6;2;Bukowiec;01.01.2023
18;6;2;Domatków;01.01.2023
18;6;2;Brzezówka;01.01.2023
18;6;2;Wola Domatkowska;01.01.2023
18;6;2;Zagranica;01.01.2023
18;6;2;Zarzecze;01.01.2023
18;6;2;Huta Przedborska;01.01.2023
18;6;2;Kąty;01.01.2023
18;6;2;Kmiecie;01.01.2023
18;6;2;Zalesie;01.01.2023
18;6;2;Kłapówka;01.01.2023
18;6;2;Kolbuszowa Dolna;01.01.2023
18;6;2;Strona Majdańska;01.01.2023
18;6;2;Strona Mielecka;01.01.2023
18;6;2;Kolbuszowa Górna;01.01.2023
18;6;2;Wójków;01.01.2023
18;6;2;Kupno;01.01.2023
18;6;2;Majdan;01.01.2023
18;6;2;Zagrody;01.01.2023
18;6;2;Nowa Wieś;01.01.2023
18;6;2;Borek;01.01.2023
18;6;2;Poręby Kupieńskie;01.01.2023
18;6;2;Karczunki;01.01.2023
18;6;2;Koło Leśnictwa;01.01.2023
18;6;2;Mikoska;01.01.2023
18;6;2;Stare Poręby;01.01.2023
18;6;2;Zabłocie;01.01.2023
18;6;2;Zagórze;01.01.2023
18;6;2;Przedbórz;01.01.2023
18;6;2;Brzeziny;01.01.2023
18;6;2;Budy;01.01.2023
18;6;2;Dworskie Pola;01.01.2023
18;6;2;Łąki;01.01.2023
18;6;2;Malców;01.01.2023
18;6;2;Pod Hutą;01.01.2023
18;6;2;Podlesie;01.01.2023
18;6;2;Przymiarki;01.01.2023
18;6;2;Za Górami;01.01.2023
18;6;2;Świerczów;01.01.2023
18;6;2;Werynia;01.01.2023
18;6;2;Kolonia;01.01.2023
18;6;2;Podlesie;01.01.2023
18;6;2;Rejowiec;01.01.2023
18;6;2;Widełka;01.01.2023
18;6;2;Dworzysko;01.01.2023
18;6;2;Dymarka;01.01.2023
18;6;2;Leszcze;01.01.2023
18;6;2;Majdan;01.01.2023
18;6;2;Mała Widełka;01.01.2023
18;6;2;Tatary;01.01.2023
18;6;2;Wielka Widełka;01.01.2023
18;6;2;Zarębki;01.01.2023
18;6;2;Dubas;01.01.2023
18;16;9;Krasne;01.01.2023
18;16;9;Dół;01.01.2023
18;16;9;Góry;01.01.2023
18;16;9;Granica;01.01.2023
18;16;9;Jawornik;01.01.2023
18;16;9;Wólka;01.01.2023
18;16;9;Za Koleją;01.01.2023
18;16;9;Zagumnia;01.01.2023
18;16;9;Malawa;01.01.2023
18;16;9;Dół;01.01.2023
18;16;9;Góra;01.01.2023
18;16;9;Pańskie;01.01.2023
18;16;9;Podkościołek;01.01.2023
18;16;9;Zagóra;01.01.2023
18;16;9;Palikówka;01.01.2023
18;16;9;Grobla;01.01.2023
18;16;9;Zagroble;01.01.2023
18;63;1;Słocina;01.01.2023
18;63;1;Górna Słocina;01.01.2023
18;63;1;Kogutówka;01.01.2023
18;63;1;Nowe Budy;01.01.2023
18;63;1;Stare Budy;01.01.2023
18;63;1;Szajerówka;01.01.2023
18;63;1;Święty Roch;01.01.2023
18;16;9;Strażów;01.01.2023
18;16;9;Granica;01.01.2023
18;16;9;Olszyny;01.01.2023
18;16;9;Zagumnie;01.01.2023
18;63;1;Załęże;01.01.2023
18;63;1;Na Okrążkach;01.01.2023
18;63;1;Za Koleją;01.01.2023
18;8;3;Brzyska Wola;01.01.2023
18;8;3;Gościniec;01.01.2023
18;8;3;Koniec;01.01.2023
18;8;3;Sochy;01.01.2023
18;8;3;Staronie;01.01.2023
18;8;3;Zadwory;01.01.2023
18;8;3;Zagrody;01.01.2023
18;8;3;Dąbrowica;01.01.2023
18;8;3;Karwany;01.01.2023
18;8;3;Podług;01.01.2023
18;8;3;Trusze;01.01.2023
18;8;3;Dąbrowica Mała;01.01.2023
18;8;3;Jastrzębiec;01.01.2023
18;8;3;Chałupki;01.01.2023
18;8;3;Kolonia Polska;01.01.2023
18;8;3;Nagórne;01.01.2023
18;8;3;Kulno;01.01.2023
18;8;3;Góra;01.01.2023
18;8;3;Łaziska;01.01.2023
18;8;3;Majdanek;01.01.2023
18;8;3;Zagumienki;01.01.2023
18;8;3;Zarzeka;01.01.2023
18;8;3;Kuryłówka;01.01.2023
18;8;3;Cztery Chałupy;01.01.2023
18;8;3;Mielniki;01.01.2023
18;8;3;Polski Koniec;01.01.2023
18;8;3;Ruski Koniec;01.01.2023
18;8;3;Ożanna;01.01.2023
18;8;3;Ożanna Mała;01.01.2023
18;8;3;Ożanna Wielka;01.01.2023
18;8;3;Słoboda;01.01.2023
18;8;3;Słoboda Duża;01.01.2023
18;8;3;Słoboda Mała;01.01.2023
18;8;3;Tarnawiec;01.01.2023
18;8;3;Grądek;01.01.2023
18;8;3;Wólka Łamana;01.01.2023
18;8;3;Czarnuchy;01.01.2023
18;8;3;Jarosław;01.01.2023
18;8;3;Praconie;01.01.2023
18;8;4;Biedaczów;01.01.2023
18;8;4;Borczyna;01.01.2023
18;8;4;Krzaki;01.01.2023
18;8;4;Podkudłacz;01.01.2023
18;8;4;Brzóza Królewska;01.01.2023
18;8;4;Bednarze;01.01.2023
18;8;4;Flisy;01.01.2023
18;8;4;Góra;01.01.2023
18;8;4;Górka;01.01.2023
18;8;4;Kmiecie;01.01.2023
18;8;4;Kudłacz;01.01.2023
18;8;4;Piaski;01.01.2023
18;8;4;Podbór;01.01.2023
18;8;4;Podkarczma;01.01.2023
18;8;4;Podlas;01.01.2023
18;8;4;Podsośnina;01.01.2023
18;8;4;Sroki;01.01.2023
18;8;4;Stępnie;01.01.2023
18;8;4;Sypy;01.01.2023
18;8;4;Zagrody;01.01.2023
18;8;4;Kudłacz;01.01.2023
18;8;4;Zerwanka;01.01.2023
18;8;4;Chałupki Dębniańskie;01.01.2023
18;8;4;Na Łazach;01.01.2023
18;8;4;Dębno;01.01.2023
18;8;4;Na Ozerze;01.01.2023
18;8;4;Zabłocie;01.01.2023
18;8;4;Poręby;01.01.2023
18;8;4;Stróże;01.01.2023
18;8;4;Giedlarowa;01.01.2023
18;8;4;Dworczyna;01.01.2023
18;8;4;Góra;01.01.2023
18;8;4;Namłynie;01.01.2023
18;8;4;Osipy;01.01.2023
18;8;4;Pańska Góra;01.01.2023
18;8;4;Podkościół;01.01.2023
18;8;4;Półtoraki;01.01.2023
18;8;4;Sośnina;01.01.2023
18;8;4;Wilkowyja-Krzaki;01.01.2023
18;8;4;Zakarczmie;01.01.2023
18;8;4;Gwizdów;01.01.2023
18;8;4;Podlas;01.01.2023
18;8;4;Zagrody;01.01.2023
18;8;4;Hucisko;01.01.2023
18;8;4;Rusiny;01.01.2023
18;8;4;Siuzdaki;01.01.2023
18;8;4;Maleniska;01.01.2023
18;8;4;Piskorowice;01.01.2023
18;8;4;Folwark;01.01.2023
18;8;4;Wygnanki;01.01.2023
18;8;4;Chałupki;01.01.2023
18;8;4;Mołynie;01.01.2023
18;8;4;Parcelacja;01.01.2023
18;8;4;Przychojec;01.01.2023
18;8;4;Górka;01.01.2023
18;8;4;Podbaranówka;01.01.2023
18;8;4;Szepelaki;01.01.2023
18;8;4;Zagrody;01.01.2023
18;8;4;Rzuchów;01.01.2023
18;8;4;Wołczki;01.01.2023
18;8;4;Wygon;01.01.2023
18;8;4;Za Potokiem;01.01.2023
18;8;4;Stare Miasto;01.01.2023
18;8;4;Baje;01.01.2023
18;8;4;Błonie;01.01.2023
18;8;4;Krzywa Ulica;01.01.2023
18;8;4;Na Lądzie;01.01.2023
18;8;4;Rynek;01.01.2023
18;8;4;Wierzawice;01.01.2023
18;8;4;Folwark-Lizaki;01.01.2023
18;8;4;Na Dole;01.01.2023
18;8;4;Na Piasku;01.01.2023
18;8;4;Na Piziakach;01.01.2023
18;8;4;Żołyniówki;01.01.2023
18;16;10;Lubenia;01.01.2023
18;16;10;Budy;01.01.2023
18;16;10;Debrzczak;01.01.2023
18;16;10;Gwoździec;01.01.2023
18;16;10;Horodna;01.01.2023
18;16;10;Jasienniki;01.01.2023
18;16;10;Kosina;01.01.2023
18;16;10;Księży Lasek;01.01.2023
18;16;10;Liszowiec;01.01.2023
18;16;10;Maternówka;01.01.2023
18;16;10;Obręczna;01.01.2023
18;16;10;Okop;01.01.2023
18;16;10;Przylasek;01.01.2023
18;16;10;Słociny;01.01.2023
18;16;10;Strona Mokra;01.01.2023
18;16;10;Strona Sucha;01.01.2023
18;16;10;Żbery;01.01.2023
18;16;10;Siedliska;01.01.2023
18;16;10;Broniakówka;01.01.2023
18;16;10;Debrza;01.01.2023
18;16;10;Głęboka;01.01.2023
18;16;10;Jawcza;01.01.2023
18;16;10;Koniec;01.01.2023
18;16;10;Odedwór;01.01.2023
18;16;10;Płonina;01.01.2023
18;16;10;Różanka;01.01.2023
18;16;10;Smolna;01.01.2023
18;16;10;Sołonka;01.01.2023
18;16;10;Dół;01.01.2023
18;16;10;Dział;01.01.2023
18;16;10;Góra;01.01.2023
18;16;10;Podlas;01.01.2023
18;16;10;Pólka;01.01.2023
18;16;10;Przymiarki;01.01.2023
18;16;10;Zakrąg;01.01.2023
18;16;10;Straszydle;01.01.2023
18;16;10;Bania;01.01.2023
18;16;10;Czeczyki;01.01.2023
18;16;10;Dymka;01.01.2023
18;16;10;Grody;01.01.2023
18;16;10;Lubenki;01.01.2023
18;16;10;Mokra Strona;01.01.2023
18;16;10;Nalepki;01.01.2023
18;16;10;Piekliska;01.01.2023
18;16;10;Podlas;01.01.2023
18;16;10;Poręby;01.01.2023
18;16;10;Pustki;01.01.2023
18;16;10;Rzeki;01.01.2023
18;16;10;Sucha Strona;01.01.2023
18;16;10;Zimny Dział;01.01.2023
18;10;4;Albigowa;01.01.2023
18;10;4;Czekaj;01.01.2023
18;10;4;Dół;01.01.2023
18;10;4;Folwark;01.01.2023
18;10;4;Góra;01.01.2023
18;10;4;Maziarnia;01.01.2023
18;10;4;Skotnik;01.01.2023
18;10;4;Honie;01.01.2023
18;10;4;Granica;01.01.2023
18;10;4;Cierpisz;01.01.2023
18;10;4;Barany;01.01.2023
18;10;4;Budy;01.01.2023
18;10;4;Cierpisz Dolny;01.01.2023
18;10;4;Cierpisz Górny;01.01.2023
18;10;4;Głuchów;01.01.2023
18;10;4;Budy;01.01.2023
18;10;4;Granice;01.01.2023
18;10;4;Łozy;01.01.2023
18;10;4;Malawa;01.01.2023
18;10;4;Nawsie;01.01.2023
18;10;4;Zablesze;01.01.2023
18;10;4;Zagrody;01.01.2023
18;10;4;Handzlówka;01.01.2023
18;10;4;Bąkówka;01.01.2023
18;10;4;Buczyna;01.01.2023
18;10;4;Budy;01.01.2023
18;10;4;Chyrów;01.01.2023
18;10;4;Doły;01.01.2023
18;10;4;Dwór;01.01.2023
18;10;4;Dział;01.01.2023
18;10;4;Folwark;01.01.2023
18;10;4;Głuszkówka;01.01.2023
18;10;4;Kamionka;01.01.2023
18;10;4;Kielanówka;01.01.2023
18;10;4;Lisówka;01.01.2023
18;10;4;Okop;01.01.2023
18;10;4;Podgrabina;01.01.2023
18;10;4;Skotnik;01.01.2023
18;10;4;Ślebodówka;01.01.2023
18;10;4;Zagrody;01.01.2023
18;10;4;Kosina;01.01.2023
18;10;4;Klin;01.01.2023
18;10;4;Kosina Dolna;01.01.2023
18;10;4;Kosina Górna;01.01.2023
18;10;4;Małodobra;01.01.2023
18;10;4;Kraczkowa;01.01.2023
18;10;4;Budy;01.01.2023
18;10;4;Działy Wschodnie;01.01.2023
18;10;4;Działy Zachodnie;01.01.2023
18;10;4;Kraczkowa Dolna;01.01.2023
18;10;4;Kraczkowa Górna;01.01.2023
18;10;4;Tłoki;01.01.2023
18;10;4;Rogóżno;01.01.2023
18;10;4;Cesin;01.01.2023
18;10;4;Rogóżno Dolne;01.01.2023
18;10;4;Rogóżno Górne;01.01.2023
18;10;4;Za Koleją;01.01.2023
18;10;4;Sonina;01.01.2023
18;10;4;Barania Góra;01.01.2023
18;10;4;Budy;01.01.2023
18;10;4;Świński Ogon;01.01.2023
18;10;4;Zagumnie;01.01.2023
18;10;4;Wysoka;01.01.2023
18;10;4;Bolisz;01.01.2023
18;10;4;Budy Wysockie;01.01.2023
18;10;4;Bujdak;01.01.2023
18;10;4;Dół;01.01.2023
18;10;4;Kawałki;01.01.2023
18;10;4;Pańska Ulica;01.01.2023
18;10;4;Tkacze;01.01.2023
18;10;5;Husów;01.01.2023
18;10;5;Górnica;01.01.2023
18;10;5;Podlas;01.01.2023
18;10;5;Podstrasznik;01.01.2023
18;10;5;Ulica;01.01.2023
18;10;5;Zdrój;01.01.2023
18;10;5;Markowa;01.01.2023
18;10;5;Cierpisz;01.01.2023
18;10;5;Fleszarówka;01.01.2023
18;10;5;Folwarczne;01.01.2023
18;10;5;Górki;01.01.2023
18;10;5;Górna Karczma;01.01.2023
18;10;5;Kazimierz;01.01.2023
18;10;5;Krzyżówka;01.01.2023
18;10;5;Nizina;01.01.2023
18;10;5;Przemyśl;01.01.2023
18;10;5;Średnia Karczma;01.01.2023
18;10;5;Zagumnie;01.01.2023
18;10;5;Tarnawka;01.01.2023
18;10;5;Tarnawka Dolna;01.01.2023
18;10;5;Tarnawka Górna;01.01.2023
18;11;5;Boża Wola;01.01.2023
18;11;5;Kąty;01.01.2023
18;11;5;Chorzelów;01.01.2023
18;11;5;Boża Wola;01.01.2023
18;11;5;Górki;01.01.2023
18;11;5;Skotnia;01.01.2023
18;11;5;Smyków;01.01.2023
18;11;5;Chrząstów;01.01.2023
18;11;5;Budy;01.01.2023
18;11;5;Chrząstówek;01.01.2023
18;11;5;Kolonia;01.01.2023
18;11;5;Średnik;01.01.2023
18;11;5;Zawale;01.01.2023
18;11;5;Goleszów;01.01.2023
18;11;5;Ruda;01.01.2023
18;11;5;Książnice;01.01.2023
18;11;5;Majdanek;01.01.2023
18;11;5;Podkościele;01.01.2023
18;11;5;Wólka Księżnicka;01.01.2023
18;11;5;Podleszany;01.01.2023
18;11;5;Nowa Wieś;01.01.2023
18;11;5;Stara Wieś;01.01.2023
18;11;5;Tarnowiec;01.01.2023
18;11;5;Zawierzbie;01.01.2023
18;11;5;Rydzów;01.01.2023
18;11;5;Nowy Rydzów;01.01.2023
18;11;5;Stary Rydzów;01.01.2023
18;11;5;Rzędzianowice;01.01.2023
18;11;5;Dutów;01.01.2023
18;11;5;Kolonia;01.01.2023
18;11;5;Podkościele;01.01.2023
18;11;5;Stara Wieś;01.01.2023
18;11;5;Stojowice;01.01.2023
18;11;5;Olszyny;01.01.2023
18;11;5;Szydłowiec;01.01.2023
18;11;5;Pod Karczmą;01.01.2023
18;11;5;Wrażniówka;01.01.2023
18;11;5;Źródła;01.01.2023
18;11;5;Trześń;01.01.2023
18;11;5;Błoniarze;01.01.2023
18;11;5;Górale;01.01.2023
18;11;5;Pod Szkołą;01.01.2023
18;11;5;Rudziska;01.01.2023
18;11;5;Stara Wieś;01.01.2023
18;11;5;Surowy Kąt-Leśniczówka;01.01.2023
18;11;5;Wiry;01.01.2023
18;11;5;Wola Chorzelowska;01.01.2023
18;11;5;Pod Karczmą;01.01.2023
18;11;5;Pod Lasem;01.01.2023
18;11;5;Zapole;01.01.2023
18;11;5;Wola Mielecka;01.01.2023
18;11;5;Józefówek;01.01.2023
18;11;5;Pod Rzędzianowicami;01.01.2023
18;11;5;Stara Wieś;01.01.2023
18;11;5;Trześniaki;01.01.2023
18;11;5;Złotniki;01.01.2023
18;11;5;Kolonia;01.01.2023
18;11;5;Majdanek;01.01.2023
18;11;5;Oleksiekówka;01.01.2023
18;11;5;Przed Kanałem;01.01.2023
18;11;5;Za Kanałem;01.01.2023
18;19;3;Baryczka;01.01.2023
18;19;3;Domaradz;01.01.2023
18;19;3;Kamienna;01.01.2023
18;19;3;Karasiówka;01.01.2023
18;19;3;Karpaty;01.01.2023
18;19;3;Michnówka;01.01.2023
18;19;3;Moczary;01.01.2023
18;19;3;Rzeki;01.01.2023
18;19;3;Zaklikówka;01.01.2023
18;19;3;Zalesie;01.01.2023
18;19;3;Żabia;01.01.2023
18;19;3;Blizianka;01.01.2023
18;19;3;Dół;01.01.2023
18;19;3;Góra;01.01.2023
18;19;3;Rzeki;01.01.2023
18;19;3;Wygoda;01.01.2023
18;19;3;Gwoździanka;01.01.2023
18;19;3;Dajkówka;01.01.2023
18;19;3;Dół;01.01.2023
18;19;3;Góra;01.01.2023
18;19;3;Gwoźnica Dolna;01.01.2023
18;19;3;Buda;01.01.2023
18;19;3;Dół;01.01.2023
18;19;3;Jastrząbka;01.01.2023
18;19;3;Kąty;01.01.2023
18;19;3;Krupówka;01.01.2023
18;19;3;Łysa Góra;01.01.2023
18;19;3;Paryja;01.01.2023
18;19;3;Pasieka;01.01.2023
18;19;3;Podlas;01.01.2023
18;19;3;Zadział;01.01.2023
18;19;3;Gwoźnica Górna;01.01.2023
18;19;3;Czarnotówki;01.01.2023
18;19;3;Dwór;01.01.2023
18;19;3;Góra;01.01.2023
18;19;3;Jamne;01.01.2023
18;19;3;Kąty;01.01.2023
18;19;3;Kozłówka;01.01.2023
18;19;3;Miasto;01.01.2023
18;19;3;Na Granicy;01.01.2023
18;19;3;Pod Jachońką;01.01.2023
18;19;3;Pod Patryją;01.01.2023
18;19;3;Poręby;01.01.2023
18;19;3;W Głębokim;01.01.2023
18;19;3;Wilcze;01.01.2023
18;19;3;Jawornik;01.01.2023
18;19;3;Berdechów;01.01.2023
18;19;3;Dół;01.01.2023
18;19;3;Góra;01.01.2023
18;19;3;Leszczyny;01.01.2023
18;19;3;Orzyszka;01.01.2023
18;19;3;Podlas;01.01.2023
18;19;3;Za Górą;01.01.2023
18;19;3;Konieczkowa;01.01.2023
18;19;3;Łęgi;01.01.2023
18;19;3;Podlas;01.01.2023
18;19;3;Potoki;01.01.2023
18;19;3;Rybia;01.01.2023
18;19;3;Rzym;01.01.2023
18;19;3;Lutcza;01.01.2023
18;19;3;Buczyny;01.01.2023
18;19;3;Delikatówka;01.01.2023
18;19;3;Dół;01.01.2023
18;19;3;Dudkówka;01.01.2023
18;19;3;Gąsiorówki;01.01.2023
18;19;3;Góra;01.01.2023
18;19;3;Granica;01.01.2023
18;19;3;Kobyla;01.01.2023
18;19;3;Małówka;01.01.2023
18;19;3;Nowa Wieś;01.01.2023
18;19;3;Pod Domaradzem;01.01.2023
18;19;3;Podlas;01.01.2023
18;19;3;Podsochówka;01.01.2023
18;19;3;Roślówka;01.01.2023
18;19;3;Szopówki;01.01.2023
18;19;3;Za Dworem;01.01.2023
18;19;3;Kąty Luteckie;01.01.2023
18;19;3;Małówka;01.01.2023
18;19;3;Rzeki;01.01.2023
18;19;3;Niebylec;01.01.2023
18;19;3;Budy;01.01.2023
18;19;3;Dwór;01.01.2023
18;19;3;Połomia;01.01.2023
18;19;3;Gadejówka;01.01.2023
18;19;3;Podgóry;01.01.2023
18;19;3;Podlas;01.01.2023
18;19;3;Podsośnina;01.01.2023
18;19;3;Pogorzała;01.01.2023
18;19;3;Rzeki;01.01.2023
18;19;3;Sołtysie;01.01.2023
18;19;3;Za Rzeką;01.01.2023
18;6;4;Hucina;01.01.2023
18;6;4;Staszówka;01.01.2023
18;6;4;Żabiniec;01.01.2023
18;6;4;Hucisko;01.01.2023
18;6;4;Pustki;01.01.2023
18;6;4;Zalesie;01.01.2023
18;6;4;Kosowy;01.01.2023
18;6;4;Góra;01.01.2023
18;6;4;Kocia Wola;01.01.2023
18;6;4;Owsianka;01.01.2023
18;6;4;Półanki;01.01.2023
18;6;4;Świerczyny;01.01.2023
18;6;4;Ługnica;01.01.2023
18;6;4;Trześnik;01.01.2023
18;6;4;Leszcze;01.01.2023
18;6;4;Poręby Huciskie;01.01.2023
18;6;4;Niwiska;01.01.2023
18;6;4;Koniec;01.01.2023
18;6;4;Podhucie;01.01.2023
18;6;4;Podkościele;01.01.2023
18;6;4;Zadwórz;01.01.2023
18;6;4;Załuże;01.01.2023
18;6;4;Okrąglica;01.01.2023
18;6;4;Uwrocie;01.01.2023
18;6;4;Przyłęk;01.01.2023
18;6;4;Dolny Przyłęk;01.01.2023
18;6;4;Górny Przyłęk;01.01.2023
18;6;4;Siedlanka;01.01.2023
18;6;4;Trześń;01.01.2023
18;6;4;Grobla;01.01.2023
18;6;4;Zagrody;01.01.2023
18;6;4;Zapole;01.01.2023
18;6;4;Lipny Bór;01.01.2023
18;8;5;Jelna;01.01.2023
18;8;5;Krzaki;01.01.2023
18;8;5;Łazki;01.01.2023
18;8;5;Piaski;01.01.2023
18;8;5;Baranówka;01.01.2023
18;8;5;Budzyń;01.01.2023
18;8;5;Judaszówka;01.01.2023
18;8;5;Łętownia;01.01.2023
18;8;5;Koszel;01.01.2023
18;8;5;Padół;01.01.2023
18;8;5;Podbór;01.01.2023
18;8;5;Gościniec;01.01.2023
18;8;5;Babiarze;01.01.2023
18;8;5;Majdan;01.01.2023
18;8;5;Kuligi;01.01.2023
18;8;5;Łukowa;01.01.2023
18;8;5;Na Niemcach;01.01.2023
18;8;5;Ruda Łańcucka;01.01.2023
18;8;5;Za Mostem;01.01.2023
18;8;5;Sarzyna;01.01.2023
18;8;5;Grzęba;01.01.2023
18;8;5;Młynarze;01.01.2023
18;8;5;Za Wodą;01.01.2023
18;8;5;Poręba;01.01.2023
18;8;5;Tarnogóra;01.01.2023
18;8;5;Wola Zarczycka;01.01.2023
18;8;5;Borki Górne;01.01.2023
18;8;5;Borki-Nawsie;01.01.2023
18;8;5;Borki-Zagumnie;01.01.2023
18;8;5;Budy-Koniec;01.01.2023
18;8;5;Budy-Zagumnie;01.01.2023
18;8;5;Budy-Zastawie;01.01.2023
18;8;5;Królewszczyzna;01.01.2023
18;8;5;Parszywka;01.01.2023
18;8;5;Piaski;01.01.2023
18;8;5;Podkościele;01.01.2023
18;8;5;Podorędzie;01.01.2023
18;8;5;Flisy;01.01.2023
18;8;5;Kołacznia;01.01.2023
18;8;5;Łoiny;01.01.2023
18;8;5;Perlaki;01.01.2023
18;8;5;Smycze;01.01.2023
18;8;5;Zagaje;01.01.2023
18;8;5;Zagaje Buczkowskie;01.01.2023
18;8;5;Zagaje Olechowskie;01.01.2023
18;8;5;Zagaje Rolne;01.01.2023
18;8;5;Zastawna Góra;01.01.2023
18;8;5;Wólka Łętowska;01.01.2023
18;15;2;Blizna;01.01.2023
18;15;2;Kąt;01.01.2023
18;15;2;Łączki;01.01.2023
18;15;2;Borek Mały;01.01.2023
18;15;2;Górka;01.01.2023
18;15;2;Poręby;01.01.2023
18;15;2;Kamionka;01.01.2023
18;15;2;Podgacie;01.01.2023
18;15;2;Podlesie;01.01.2023
18;15;2;Podrzecze;01.01.2023
18;15;2;Poręby Kamieńskie;01.01.2023
18;15;2;Sekwestr;01.01.2023
18;15;2;Stara Wieś;01.01.2023
18;15;2;Zagrody;01.01.2023
18;15;2;Kozodrza;01.01.2023
18;15;2;Poręby;01.01.2023
18;15;2;Wiktorzec;01.01.2023
18;15;2;Ocieka;01.01.2023
18;15;2;Kmiecie;01.01.2023
18;15;2;Łazak;01.01.2023
18;15;2;Pożoga;01.01.2023
18;15;2;Sadykierz;01.01.2023
18;15;2;Wilczyca;01.01.2023
18;15;2;Zagrody;01.01.2023
18;15;2;Zarzecze;01.01.2023
18;15;2;Wola Ociecka;01.01.2023
18;15;2;Błonie;01.01.2023
18;15;2;Podedworze;01.01.2023
18;15;2;Podlesie;01.01.2023
18;15;2;Poręby;01.01.2023
18;15;2;Zarzecze;01.01.2023
18;15;2;Ostrów;01.01.2023
18;15;2;Anastazów;01.01.2023
18;15;2;Rędziny;01.01.2023
